rid,fid,lid_1,graph_1,ori_graph_1,lid_2,graph_2,ori_graph_2,cat_1,ori_cat_1,cat_2,ori_cat_2,ori_cple,type_cstr_1,cstr_1,ori_cstr_1,type_cstr_2,cstr_2,ori_cstr_2,complexite,ori_complexite,orientation,ori_orientation,semty_1,ori_semty_1,semty_2,ori_semty_2,sous_semty_1,sous_semty_2,ori_sous_semty_1,ori_sous_semty_2,semtyrss_1,semtyrss_2,ori_semtyrss_1,ori_semtyrss_2,rel_sem_n_1,rel_sem_n_2,ori_relsem,def_conc,ori_def_conc,def_abs,ori_def_abs,commentaires,phon_aff_1,phon_aff_2,phon_stem_1,phon_stem_2,similarity,generalization_1,generalization_2,sim_phon_1,sim_phon_2,comparison,variation_type,generalization_1_mod,generalization_2_mod,sim_phon_1_mod,sim_phon_2_mod,labels_1,labels_2,cstr_1_mod,cstr_2_mod,phon_aff_1_mod,phon_aff_2_mod,orientation_mod
r58106,f99326,l309343,raboutissage,verbaction,l309338,rabouter,verbaction,Nm,verbaction,V,tlfnome,verbaction,suf,Xage,nouveau,,X,nouveau,simple,demonette1,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.a?,,?abutis;?abutis,?abut;?abut;?abut;?abut;?abut;?abut;?abut;?abut;?abute;?abut?;?abuta;?abute,"[0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693]",Xis,X,?abutis,?abut,  ?;  a;  b;  u;  t;- i;- s,l?gitime,Xis,X,?abutis,?abut,Nm:,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Xage,X,.a?,,des2as
r113272,f99326,l186408,emboutir,derif,l130197,bout,derif,V,derif,Nm,derif,derif,pre,enX,nouveau,,X,nouveau,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,’.,,butis;butis;buti;butis;buti;butis;butis;butis;buti;buti;buti;buti,bu|but;bu|but,"[0.5714285714285714, 0.5714285714285714, 0.6666666666666666, 0.5714285714285714, 0.6666666666666666, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.75, 0.75, 0.8571428571428571, 0.75, 0.8571428571428571, 0.75, 0.75, 0.75, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.5714285714285714, 0.5714285714285714, 0.6666666666666666, 0.5714285714285714, 0.6666666666666666, 0.5714285714285714, 0.5714285714285714, 0.5714285714285714, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.75, 0.75, 0.8571428571428571, 0.75, 0.8571428571428571, 0.75, 0.75, 0.75, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571]",Xti,X,buti,bu,  b;  u;- t;- i,l?gitime,Xti,X,buti,bu,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Nm:,enX,X,??.,,des2as
r186625,f76697,l90511,abricot,dimoc,l90520,abricoti?re,dimoc,Nm,dimoc,Nf,dimoc,dimoc,,X,nouveau,suf,Xi?re,nouveau,simple,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.j??,ab?iko;ab?iko,ab?ik?t;ab?ik?t,"[0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693]",Xo,X?t,ab?iko,ab?ik?t,  a;  b;  ?;  i;  k;- o;+ ?;+ t,? neutraliser,X,Xt,ab?iko,ab?ikot,Nm:,Nf:,X,Xi?re,,.j??,as2des
r186624,f76697,l90520,abricoti?re,dimoc,l90511,abricot,dimoc,Nf,dimoc,Nm,dimoc,dimoc,suf,Xi?re,nouveau,,X,nouveau,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.j??,,ab?ik?t;ab?ik?t,ab?iko;ab?iko,"[0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693]",X?t,Xo,ab?ik?t,ab?iko,  a;  b;  ?;  i;  k;+ o;- ?;- t,? neutraliser,Xt,X,ab?ikot,ab?iko,Nf:,Nm:,Xi?re,X,.j??,,des2as
r189069,f76771,l90647,absinthe,dimoc,l90657,absinthisme,dimoc,Nf,dimoc,Nm,dimoc,dimoc,,X,nouveau,suf,Xisme,nouveau,simple,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.ism,aps??t;aps??t,abs??t;abs??t,"[0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334]",XpY,XbY,aps??t,abs??t,  a;- p;+ b;  s;  ?;  ?;  t,? neutraliser,X,X,aps??t,aps??t,Nf:,Nm:,X,Xisme,,.ism,as2des
r189068,f76771,l90657,absinthisme,dimoc,l90647,absinthe,dimoc,Nm,dimoc,Nf,dimoc,dimoc,suf,Xisme,nouveau,,X,nouveau,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.ism,,abs??t;abs??t,aps??t;aps??t,"[0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334]",XbY,XpY,abs??t,aps??t,  a;- b;+ p;  s;  ?;  ?;  t,? neutraliser,X,X,aps??t,aps??t,Nm:,Nf:,Xisme,X,.ism,,des2as
r219492,f76788,l90666,absoluteur,tlfnome,l90696,absoudre,tlfnome,Nm,tlfnome,V,tlfnome,derif,suf,Xeur,nouveau,conv,X,nouveau,motiv-sem,demonette1,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.??,,abs?lyt;abs?lyt,aps?lv;aps?lv;apsu;aps?lv;apsu;aps?lv;aps?lv;aps?lv;apsud;apsud;aps?ly;apsu,"[0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.36363636363636365, 0.36363636363636365, 0.6153846153846154, 0.6153846153846154, 0.36363636363636365, 0.36363636363636365, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.7692307692307693, 0.7692307692307693, 0.36363636363636365, 0.36363636363636365]",XbYyt,XpYv,abs?lyt,aps?lv,  a;- b;+ p;  s;  ?;  l;+ v;- y;- t,? neutraliser,Xt,X,aps?lyt,aps?lv,Nm:,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Xeur,X,.??,,des2as
r219494,f76788,l90678,absolutrice,tlfnome,l90696,absoudre,tlfnome,Nf,tlfnome,V,tlfnome,derif,suf,Xrice,nouveau,conv,X,nouveau,motiv-sem,demonette1,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.?is,,abs?lyt;abs?lyt,aps?lv;aps?lv;apsu;aps?lv;apsu;aps?lv;aps?lv;aps?lv;apsud;apsud;aps?ly;apsu,"[0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.36363636363636365, 0.36363636363636365, 0.6153846153846154, 0.6153846153846154, 0.36363636363636365, 0.36363636363636365, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.7692307692307693, 0.7692307692307693, 0.36363636363636365, 0.36363636363636365]",XbYyt,XpYv,abs?lyt,aps?lv,  a;- b;+ p;  s;  ?;  l;+ v;- y;- t,? neutraliser,Xt,X,aps?lyt,aps?lv,Nf:,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Xrice,X,.?is,,des2as
r219493,f76788,l90696,absoudre,tlfnome,l90666,absoluteur,tlfnome,V,tlfnome,Nm,tlfnome,derif,conv,X,nouveau,suf,Xeur,nouveau,motiv-sem,demonette1,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.??,aps?lv;aps?lv;apsu;aps?lv;apsu;aps?lv;aps?lv;aps?lv;apsud;apsud;aps?ly;apsu,abs?lyt;abs?lyt,"[0.6153846153846154, 0.6153846153846154, 0.36363636363636365, 0.6153846153846154, 0.36363636363636365, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.3333333333333333, 0.3333333333333333, 0.7692307692307693, 0.36363636363636365, 0.6153846153846154, 0.6153846153846154, 0.36363636363636365, 0.6153846153846154, 0.36363636363636365, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.3333333333333333, 0.3333333333333333, 0.7692307692307693, 0.36363636363636365]",XpY,XbYt,aps?ly,abs?lyt,  a;- p;+ b;  s;  ?;  l;  y;+ t,? neutraliser,X,Xt,aps?ly,aps?lyt,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Nm:,X,Xeur,,.??,as2des
r219495,f76788,l90696,absoudre,tlfnome,l90678,absolutrice,tlfnome,V,tlfnome,Nf,tlfnome,derif,conv,X,nouveau,suf,Xrice,nouveau,motiv-sem,demonette1,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.?is,aps?lv;aps?lv;apsu;aps?lv;apsu;aps?lv;aps?lv;aps?lv;apsud;apsud;aps?ly;apsu,abs?lyt;abs?lyt,"[0.6153846153846154, 0.6153846153846154, 0.36363636363636365, 0.6153846153846154, 0.36363636363636365, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.3333333333333333, 0.3333333333333333, 0.7692307692307693, 0.36363636363636365, 0.6153846153846154, 0.6153846153846154, 0.36363636363636365, 0.6153846153846154, 0.36363636363636365, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.3333333333333333, 0.3333333333333333, 0.7692307692307693, 0.36363636363636365]",XpY,XbYt,aps?ly,abs?lyt,  a;- p;+ b;  s;  ?;  l;  y;+ t,? neutraliser,X,Xt,aps?ly,aps?lyt,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Nf:,X,Xrice,,.?is,as2des
r93219,f155624,l91047,accent,denom,l91052,accentuel,denom,Nm,denom,Adj,denom,denom,,X,denom,suf,Xuel,denom,simple,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.??l,aks’;aks’,aks’t;aks’t;aks’t;aks’t,"[0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888]",X,Xt,aks’,aks’t,  a;  k;  s;  ’;+ t,? neutraliser,X,Xt,aks??,aks??t,Nm:,Adj:,X,Xel,,.?l,as2des
r93218,f155624,l91052,accentuel,denom,l91047,accent,denom,Adj,denom,Nm,denom,denom,suf,Xuel,denom,,X,denom,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.??l,,aks’t;aks’t;aks’t;aks’t,aks’;aks’,"[0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888]",Xt,X,aks’t,aks’,  a;  k;  s;  ’;- t,l?gitime,Xt,X,aks??t,aks??,Adj:,Nm:,Xuel,X,.??l,,des2as
r114582,f155624,l226671,inaccentu?,derif,l91055,accentu?,derif,Adj,derif,Adj,derif,derif,pre,inX,nouveau,,X,nouveau,simple,nouveau,des2as,derif,,,,,,,,,,,,,,,,,,,,,i.,,naks’t?e;naks’t?e;naks’t?e;naks’t?e,aks’t?e;aks’t?e;aks’t?e;aks’t?e,"[0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333, 0.9333333333333333]",nX,X,naks’t?e,aks’t?e,- n;  a;  k;  s;  ’;  t;  ?;  e,? neutraliser,X,X,aks??t?e,aks??t?e,Adj:,Adj:,inX,X,in.,,des2as
r6628,f155630,l91075,accesseur,tlfnome,l91407,acc?der,tlfnome,Nm,tlfnome,V,tlfnome,morphonette,suf,Xeur,nouveau,,X,nouveau,simple,demonette1,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.??,,akses|aks?s;akses|aks?s,aksed;aks?d;aks?d;aksed;aks?d;aksed;aks?d;aksed;aksede;aks?d?;akseda;aksede,"[0.8, 0.6, 0.8, 0.6, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.8, 0.6, 0.8, 0.6, 0.6, 0.8, 0.6, 0.8, 0.8, 0.6, 0.8, 0.6, 0.6, 0.8, 0.6, 0.8, 0.8, 0.6, 0.8, 0.6, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454]",Xs,Xd,akses,aksed,  a;  k;  s;  e;- s;+ d,l?gitime,Xs,Xd,akses,aksed,Nm:,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Xeur,X,.??,,des2as
r6630,f155630,l91075,accesseur,tlfnome,l91407,acc?der,tlfnome,Nm,tlfnome,V,tlfnome,derif,suf,Xeur,nouveau,,X,nouveau,simple,demonette1,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.??,,akses|aks?s;akses|aks?s,aksed;aks?d;aks?d;aksed;aks?d;aksed;aks?d;aksed;aksede;aks?d?;akseda;aksede,"[0.8, 0.6, 0.8, 0.6, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.8, 0.6, 0.8, 0.6, 0.6, 0.8, 0.6, 0.8, 0.8, 0.6, 0.8, 0.6, 0.6, 0.8, 0.6, 0.8, 0.8, 0.6, 0.8, 0.6, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454]",Xs,Xd,akses,aksed,  a;  k;  s;  e;- s;+ d,l?gitime,Xs,Xd,akses,aksed,Nm:,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Xeur,X,.??,,des2as
r221934,f155630,l91080,accessible,denom,l91407,acc?der,denom,Adj,denom,V,denom,denom,suf,Xible,denom,conv,X,denom,motiv-sem,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.ibl,,aks?s;aks?s,aksed;aks?d;aks?d;aksed;aks?d;aksed;aks?d;aksed;aksede;aks?d?;akseda;aksede,"[0.6, 0.6, 0.8, 0.8, 0.8, 0.8, 0.6, 0.6, 0.8, 0.8, 0.6, 0.6, 0.8, 0.8, 0.6, 0.6, 0.5454545454545454, 0.5454545454545454, 0.7272727272727273, 0.7272727272727273, 0.5454545454545454, 0.5454545454545454, 0.5454545454545454, 0.5454545454545454]",X?s,Xed,aks?s,aksed,  a;  k;  s;- ?;- s;+ e;+ d,? neutraliser,Xs,Xd,aks?s,aks?d,Adj:,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Xible,X,.ibl,,des2as
r6629,f155630,l91407,acc?der,tlfnome,l91075,accesseur,tlfnome,V,tlfnome,Nm,tlfnome,morphonette,,X,nouveau,suf,Xeur,nouveau,simple,demonette1,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.??,aksed;aks?d;aks?d;aksed;aks?d;aksed;aks?d;aksed;aksede;aks?d?;akseda;aksede,akses|aks?s;akses|aks?s,"[0.8, 0.6, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.7272727272727273, 0.6, 0.8, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.5454545454545454, 0.8, 0.6, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.7272727272727273, 0.6, 0.8, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.5454545454545454]",Xd,Xs,aksed,akses,  a;  k;  s;  e;- d;+ s,l?gitime,Xd,Xs,aksed,akses,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Nm:,X,Xeur,,.??,as2des
r6631,f155630,l91407,acc?der,tlfnome,l91075,accesseur,tlfnome,V,tlfnome,Nm,tlfnome,derif,,X,nouveau,suf,Xeur,nouveau,simple,demonette1,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.??,aksed;aks?d;aks?d;aksed;aks?d;aksed;aks?d;aksed;aksede;aks?d?;akseda;aksede,akses|aks?s;akses|aks?s,"[0.8, 0.6, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.7272727272727273, 0.6, 0.8, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.5454545454545454, 0.8, 0.6, 0.6, 0.8, 0.6, 0.8, 0.6, 0.8, 0.7272727272727273, 0.5454545454545454, 0.7272727272727273, 0.7272727272727273, 0.6, 0.8, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.5454545454545454]",Xd,Xs,aksed,akses,  a;  k;  s;  e;- d;+ s,l?gitime,Xd,Xs,aksed,akses,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Nm:,X,Xeur,,.??,as2des
r221935,f155630,l91407,acc?der,denom,l91080,accessible,denom,V,denom,Adj,denom,denom,conv,X,denom,suf,Xible,denom,motiv-sem,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.ibl,aksed;aks?d;aks?d;aksed;aks?d;aksed;aks?d;aksed;aksede;aks?d?;akseda;aksede,aks?s;aks?s,"[0.6, 0.8, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.5454545454545454, 0.6, 0.8, 0.8, 0.6, 0.8, 0.6, 0.8, 0.6, 0.5454545454545454, 0.7272727272727273, 0.5454545454545454, 0.5454545454545454]",Xd,Xs,aks?d,aks?s,  a;  k;  s;  ?;- d;+ s,l?gitime,Xd,Xs,aks?d,aks?s,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Adj:,X,Xible,,.ibl,as2des
r114588,f155630,l226678,inaccessible,derif,l91080,accessible,derif,Adj,derif,Adj,derif,derif,pre,inX,nouveau,,X,nouveau,simple,nouveau,des2as,derif,,,,,,,,,,,,,,,,,,,,,i.,,naks?sibl|naksesibl;naks?sibl|naksesibl,aks?sibl;aks?sibl,"[0.9411764705882353, 0.8235294117647058, 0.9411764705882353, 0.8235294117647058, 0.9411764705882353, 0.8235294117647058, 0.9411764705882353, 0.8235294117647058]",nX,X,naks?sibl,aks?sibl,- n;  a;  k;  s;  ?;  s;  i;  b;  l,? neutraliser,X,X,aks?sibl,aks?sibl,Adj:,Adj:,inX,X,in.,,des2as
r207986,f155630,l91079,accessibilit?,mordan,l91080,accessible,mordan,Nf,nouveau,Adj,nouveau,mordan,suf,Xit?,mordan,,X,mordan,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.ite,,aks?sibil;aks?sibil,aks?sibl;aks?sibl,"[0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353]",XiY,XY,aks?sibil,aks?sibl,  a;  k;  s;  ?;  s;  i;  b;- i;  l,l?gitime,XiY,XY,aks?sibil,aks?sibl,Nf:,Adj:,Xit?,X,.ite,,des2as
r85761,f77032,l91092,accident,denom,l91105,accident?,denom,Nm,denom,Adj,denom,denom,,X,denom,suf,X?,denom,simple,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.e,aksid’;aksid’,aksid’t;aksid’t;aksid’t;aksid’t,"[0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231]",X,Xt,aksid’,aksid’t,  a;  k;  s;  i;  d;  ’;+ t,l?gitime,X,Xt,aksid??,aksid??t,Nm:,Adj:,X,X?,,.e,as2des
r85997,f77032,l91092,accident,denom,l91096,accidentel,denom,Nm,denom,Adj,denom,denom,,X,denom,suf,Xel,denom,simple,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.?l,aksid’;aksid’,aksid’t;aksid’t;aksid’t;aksid’t,"[0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231]",X,Xt,aksid’,aksid’t,  a;  k;  s;  i;  d;  ’;+ t,l?gitime,X,Xt,aksid??,aksid??t,Nm:,Adj:,X,Xel,,.?l,as2des
r207990,f77032,l91095,accidentalit?,mordan,l91096,accidentel,mordan,Nf,nouveau,Adj,nouveau,mordan,suf,Xit?,mordan,,X,mordan,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.ite,,aksid’tal;aksid’tal,aksid’t?l;aksid’t?l;aksid’t?l;aksid’t?l,"[0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888]",XaY,X?Y,aksid’tal,aksid’t?l,  a;  k;  s;  i;  d;  ’;  t;- a;+ ?;  l,l?gitime,XaY,X?Y,aksid??tal,aksid??t?l,Nf:,Adj:,Xit?,X,.ite,,des2as
r207992,f77032,l91095,accidentalit?,mordan,l91096,accidentel,mordan,Nf,nouveau,Adj,nouveau,mordan,suf,Xit?,mordan,,X,mordan,motiv-form,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.ite,,aksid’tal;aksid’tal,aksid’t?l;aksid’t?l;aksid’t?l;aksid’t?l,"[0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888]",XaY,X?Y,aksid’tal,aksid’t?l,  a;  k;  s;  i;  d;  ’;  t;- a;+ ?;  l,l?gitime,XaY,X?Y,aksid??tal,aksid??t?l,Nf:,Adj:,Xit?,X,.ite,,des2as
r207999,f77032,l91092,accident,nouveau,l91095,accidentalit?,mordan,Nm,nouveau,Nf,nouveau,nouveau,,X,nouveau,suf,Xalit?,nouveau,motiv-sem,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.alite,aksid’;aksid’,aksid’t;aksid’t,"[0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231]",X,Xt,aksid’,aksid’t,  a;  k;  s;  i;  d;  ’;+ t,l?gitime,X,Xt,aksid??,aksid??t,Nm:,Nf:,X,Xalit?,,.alite,as2des
r207991,f77032,l91096,accidentel,mordan,l91095,accidentalit?,mordan,Adj,nouveau,Nf,nouveau,mordan,,X,mordan,suf,Xit?,mordan,simple,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.ite,aksid’t?l;aksid’t?l;aksid’t?l;aksid’t?l,aksid’tal;aksid’tal,"[0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888]",X?Y,XaY,aksid’t?l,aksid’tal,  a;  k;  s;  i;  d;  ’;  t;- ?;+ a;  l,l?gitime,X?Y,XaY,aksid??t?l,aksid??tal,Adj:,Nf:,X,Xit?,,.ite,as2des
r207993,f77032,l91096,accidentel,mordan,l91095,accidentalit?,mordan,Adj,nouveau,Nf,nouveau,mordan,,X,mordan,suf,Xit?,mordan,motiv-form,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.ite,aksid’t?l;aksid’t?l;aksid’t?l;aksid’t?l,aksid’tal;aksid’tal,"[0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888]",X?Y,XaY,aksid’t?l,aksid’tal,  a;  k;  s;  i;  d;  ’;  t;- ?;+ a;  l,l?gitime,X?Y,XaY,aksid??t?l,aksid??tal,Adj:,Nf:,X,Xit?,,.ite,as2des
r85760,f77032,l91105,accident?,denom,l91092,accident,denom,Adj,denom,Nm,denom,denom,suf,X?,denom,,X,denom,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.e,,aksid’t;aksid’t;aksid’t;aksid’t,aksid’;aksid’,"[0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231]",Xt,X,aksid’t,aksid’,  a;  k;  s;  i;  d;  ’;- t,l?gitime,Xt,X,aksid??t,aksid??,Adj:,Nm:,X?,X,.e,,des2as
r85996,f77032,l91096,accidentel,denom,l91092,accident,denom,Adj,denom,Nm,denom,denom,suf,Xel,denom,,X,denom,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.?l,,aksid’t;aksid’t;aksid’t;aksid’t,aksid’;aksid’,"[0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231]",Xt,X,aksid’t,aksid’,  a;  k;  s;  i;  d;  ’;- t,l?gitime,Xt,X,aksid??t,aksid??,Adj:,Nm:,Xel,X,.?l,,des2as
